ax,ay,az,gx,gy,gz
5.748050000000000104e-01,-7.993379999999999930e-01,9.574090999999999241e+00,1.064999999999999974e-03,-2.660000000000000146e-04,-7.990000000000000140e-04
5.891750000000000043e-01,-8.262819999999999609e-01,9.602831000000000117e+00,1.332000000000000068e-03,2.663000000000000003e-03,-1.064999999999999974e-03
5.640269999999999451e-01,-8.119119999999999671e-01,9.583073000000000619e+00,2.929000000000000180e-03,2.396999999999999825e-03,-1.332000000000000068e-03
5.855820000000000469e-01,-8.119119999999999671e-01,9.575888000000000844e+00,3.196000000000000056e-03,-2.660000000000000146e-04,7.990000000000000140e-04
5.712120000000000530e-01,-8.406519999999999548e-01,9.604627999999999943e+00,2.131000000000000082e-03,-1.598000000000000028e-03,-1.332000000000000068e-03
5.801939999999999875e-01,-8.262819999999999609e-01,9.593849999999999767e+00,0.000000000000000000e+00,2.660000000000000146e-04,-7.990000000000000140e-04
5.658229999999999649e-01,-8.190969999999999640e-01,9.584868000000000166e+00,7.990000000000000140e-04,1.332000000000000068e-03,-7.990000000000000140e-04
5.766010000000000302e-01,-8.244850000000000234e-01,9.597443000000000168e+00,1.598000000000000028e-03,1.598000000000000028e-03,-5.330000000000000536e-04
5.748050000000000104e-01,-8.424479999999999746e-01,9.602831000000000117e+00,5.330000000000000536e-04,2.131000000000000082e-03,-1.064999999999999974e-03
5.622310000000000363e-01,-8.424479999999999746e-01,9.574090999999999241e+00,2.396999999999999825e-03,5.330000000000000536e-04,-7.990000000000000140e-04
5.550460000000000393e-01,-8.280779999999999808e-01,9.593849999999999767e+00,0.000000000000000000e+00,2.660000000000000146e-04,-2.663000000000000003e-03
5.694160000000000332e-01,-8.334669999999999579e-01,9.604627999999999943e+00,0.000000000000000000e+00,5.330000000000000536e-04,1.863999999999999988e-03
5.640269999999999451e-01,-8.244850000000000234e-01,9.620794000000000068e+00,7.990000000000000140e-04,2.131000000000000082e-03,-7.990000000000000140e-04
6.161189999999999722e-01,-8.137079999999999869e-01,9.599237999999999715e+00,7.990000000000000140e-04,2.396999999999999825e-03,-7.990000000000000140e-04
5.712120000000000530e-01,-8.334669999999999579e-01,9.597443000000000168e+00,1.598000000000000028e-03,4.261000000000000031e-03,-1.332000000000000068e-03
5.586379999999999679e-01,-8.280779999999999808e-01,9.570498000000000616e+00,7.990000000000000140e-04,5.858999999999999625e-03,-1.863999999999999988e-03
5.460639999999999938e-01,-8.334669999999999579e-01,9.572295000000000442e+00,-2.660000000000000146e-04,6.657999999999999856e-03,-5.330000000000000536e-04
5.712120000000000530e-01,-8.334669999999999579e-01,9.592052999999999940e+00,0.000000000000000000e+00,5.330000000000000536e-04,-2.396999999999999825e-03
5.837860000000000271e-01,-8.226890000000000036e-01,9.617202000000000695e+00,1.064999999999999974e-03,-5.330000000000000536e-04,-3.461999999999999800e-03
5.909710000000000241e-01,-8.155040000000000067e-01,9.588461000000000567e+00,1.332000000000000068e-03,3.461999999999999800e-03,-5.330000000000000536e-04
5.891750000000000043e-01,-8.244850000000000234e-01,9.579480000000000217e+00,1.064999999999999974e-03,-7.990000000000000140e-04,5.330000000000000536e-04
5.712120000000000530e-01,-8.173000000000000265e-01,9.563313000000000841e+00,5.330000000000000536e-04,1.598000000000000028e-03,-1.064999999999999974e-03
5.873789999999999845e-01,-8.262819999999999609e-01,9.599237999999999715e+00,7.990000000000000140e-04,4.261000000000000031e-03,-2.131000000000000082e-03
5.640269999999999451e-01,-8.208929999999999838e-01,9.592052999999999940e+00,1.332000000000000068e-03,2.929000000000000180e-03,-2.660000000000000146e-04
5.748050000000000104e-01,-8.280779999999999808e-01,9.601034999999999542e+00,2.660000000000000146e-04,2.929000000000000180e-03,5.330000000000000536e-04
